class,lbp_entropy,contrast
tuberculosis,2.99883125490909,59.5009049780602
tuberculosis,2.8362580954220715,56.66829249267709
tuberculosis,2.765560354069729,55.47072656271202
tuberculosis,3.0255578655267783,58.479500358620086
tuberculosis,3.0161724855286836,71.33137432938261
tuberculosis,2.9862484631135175,45.22978196739273
tuberculosis,2.8260394325220535,39.11196205148986
tuberculosis,2.925998679140632,68.66393453243838
tuberculosis,2.9798131239790133,35.36268254777619
tuberculosis,2.828207968187743,72.27517867671085
tuberculosis,3.0124085565507457,76.96017341821504
tuberculosis,2.7665058184305993,49.92818692323256
tuberculosis,3.161219054624293,44.8913987055601
tuberculosis,2.9912328924794442,32.259929905097856
tuberculosis,3.0241220346241855,39.15303554843578
tuberculosis,2.8431036646620536,55.82631857881252
tuberculosis,2.961587058801682,30.550152400228388
tuberculosis,2.991346152806827,40.346546994990234
tuberculosis,3.064241049228252,39.6972264001771
tuberculosis,3.0449333384994755,51.133879224410194
tuberculosis,2.776601738978291,89.0916529741529
tuberculosis,2.9007846952062017,63.530514832114555
tuberculosis,2.9904482403416925,32.295732730676136
tuberculosis,2.935546435855348,65.50296444033548
tuberculosis,3.0535414108486534,71.73910038529829
tuberculosis,3.005883955189219,39.40057495157085
tuberculosis,3.0639950526272752,65.70023162437278
tuberculosis,2.9202766729960583,53.528970736528464
tuberculosis,3.101569791059516,50.20030008699479
tuberculosis,3.13705976126289,52.2655135400151
tuberculosis,2.9175961001135606,68.25665077868216
tuberculosis,2.882887877378734,46.313706853067295
tuberculosis,2.8307661396303674,47.08820487401755
tuberculosis,2.8021076927781894,54.252570533061466
tuberculosis,3.12424602793486,57.907547267854454
tuberculosis,2.9637790112012947,72.30402097238797
tuberculosis,3.1569952286789706,50.392688646160124
tuberculosis,3.0125867535213846,37.59062413309456
tuberculosis,2.966553049795443,31.55015996608139
tuberculosis,3.1189892724908233,43.21190622770992
tuberculosis,3.0977278805728434,44.36878660130014
tuberculosis,3.0172276928491297,57.04484935247427
tuberculosis,2.977799266560549,68.29434232750457
tuberculosis,3.020172171978948,64.94010737124783
tuberculosis,3.016687897591002,63.841047245758894
tuberculosis,2.8958695458171633,74.94841525199385
normal,2.911242990376296,68.88807365787243
normal,3.006369985345054,66.03893959117171
normal,3.1926172569315967,57.63871257114701
normal,3.0377355764252747,63.838260631676526
normal,3.0208721916082837,46.910872374470145
normal,2.9785691132739327,54.24275121544395
normal,3.1122442704488655,70.01946726901166
normal,3.1464123262051826,67.47822854371492
normal,2.9750905233666733,70.53886945971955
normal,3.1946398496111366,43.22683633637685
normal,3.119567121225521,58.6723984784
normal,3.236477371832599,57.10823162724231
normal,3.1308611625947207,78.89438421856424
normal,3.2336104937935604,65.29069438777697
normal,3.2052612198885964,62.90504734915228
normal,3.05467476037036,67.02096891539696
normal,3.0892305623817737,60.905700761546484
normal,3.174967847369211,69.2734498651495
normal,3.101190294101697,67.80503361607775
normal,3.209148698500554,65.61950396547097
normal,2.9901986525900313,64.0200430005947
normal,3.071627733401522,61.882441502495446
normal,3.1289623726279756,66.5162919167654
normal,3.040696174545474,67.11732357580043
normal,3.1690267024680745,65.87937473894603
normal,3.100109661373954,47.499330954786686
normal,2.9486450950259444,69.93480487062394
normal,3.1953883695528336,44.52464888231496
normal,3.1248543876297057,69.27506030682943
normal,2.991881644699684,64.54388432263549
normal,3.194837877122987,68.5066734863065
normal,2.9331083877745336,74.19288426844535
normal,3.1485180822769565,54.19715473924851
normal,3.090944957963564,45.85484665010462
normal,3.1432867524246877,44.185612647284124
normal,3.0560167879893942,61.45500846724084
normal,3.0934030625728606,59.37793073451175
normal,3.0996002918717895,67.81004814447962
normal,3.204448111149603,70.74510486696717
normal,2.9660975245648755,68.79777646076396
normal,3.136724844672074,45.09973066797101
normal,3.155744846104859,55.59163290464204
normal,3.204891313683488,60.43016498367169
normal,3.2196601705119323,62.63865229329975
normal,3.128928430416243,71.00094861033209
normal,3.2240698137929593,58.71341024271903
normal,3.1706671269561597,69.24302915110982
normal,3.0846453820450725,46.64972675609547
normal,3.1843593074534455,66.73593455512885
normal,3.018514371413034,64.59304663096685
normal,3.1866614728099765,68.82421683706943
normal,2.984023814370185,76.45125669618454
normal,3.046283371341981,62.965368800484114
normal,2.135709843611338,64.82998833514195
normal,2.981109805404895,68.80903733554038
normal,2.958357179574423,65.31042824240897
normal,3.124941814946683,70.768736275736
normal,3.1564145650702717,66.00211100746495
normal,3.1947260421653945,56.1207125593638
normal,3.0603447709878937,47.82140432072533
normal,2.937094443100895,77.03002574068063
normal,3.065005196292585,74.48260028447503
normal,3.194772999200961,53.47260718333289
normal,3.192213799420847,66.75460261264018
normal,3.1116809556475884,71.9425773665727
normal,3.099976478958232,46.623717334782604
normal,3.0524444422660704,40.00296483805316
normal,3.1531110701128195,73.28110505121629
normal,3.1399969545112567,71.65475288875129
normal,3.0459553988906953,52.831738819716186
normal,3.147301227701047,40.64755930822339
normal,2.9127123003294684,60.870009443242694
normal,2.9978361000734646,61.51791806109979
normal,3.174922723045472,68.06122608223683
normal,2.9917722140859944,68.82840614546765
normal,3.139425578580708,76.53867173638889
normal,3.1451619424641493,61.27931738885787
normal,2.985864956316875,72.60371480593686
normal,3.1988744675208953,42.05979533023094
normal,3.224661179214182,53.39304027973921
normal,3.088867232101338,59.09400234831716
normal,3.2038961009794,66.19528670970604
normal,2.9519697032638055,63.4873464068099
normal,3.0751351612796354,59.13010508283586
normal,3.04527777486742,47.25714691758611
normal,3.0346413473945195,64.01032704882999
normal,3.245172435919222,42.095328823442756
normal,2.985748726256369,68.13058626348408
normal,3.131880502346097,43.96628994851978
normal,2.98254845086559,55.70199335655481
normal,3.2209946899356607,62.39238689140739
normal,3.044695639719221,58.62366978703444
normal,3.002708329732494,63.13571271062826
normal,3.199189863132415,60.914387435629784
normal,3.24562122295785,55.766213418021714
normal,3.1421461758076497,69.07733420477607
normal,3.2359736788427913,60.47641442761326
normal,3.2297715877720403,34.67418850852566
normal,3.0443458218897,69.85422931104839
normal,3.00060845934326,65.33998421545837
pneumonia,3.197499232146914,62.39076963212998
pneumonia,3.2305782342729605,56.37760330738931
pneumonia,3.1721328835775284,57.44447106754061
pneumonia,3.1627155582303352,68.50956018912652
pneumonia,3.1224712057374013,75.0052858814291
pneumonia,3.2227661394216573,57.64824070284931
pneumonia,3.165514577758948,70.98355078908656
pneumonia,3.189763749457814,51.60267160275351
pneumonia,3.2510473610338173,50.965334743607606
pneumonia,3.173638611731058,61.519819647892696
pneumonia,3.2106351910615807,63.767657294493034
pneumonia,3.2409976361355057,56.346137200412784
pneumonia,3.0946450646099817,66.24117825156343
pneumonia,3.2136384740221633,43.76169743851714
pneumonia,3.1688984890358087,55.984918347896496
pneumonia,3.2138997917380996,46.15763251867264
pneumonia,3.2401768045418353,49.19771931984128
pneumonia,3.0953432921689314,67.70945444635609
pneumonia,3.2604943131430892,52.79724758961076
pneumonia,3.181748903458551,70.01630791063529
pneumonia,3.103501249232306,72.53194058682111
pneumonia,3.2161884203536673,65.08439209277483
pneumonia,3.2365639040255934,54.11716343510118
pneumonia,3.159781144385918,67.95054944843534
pneumonia,3.2065609026463804,62.00985050706252
pneumonia,3.2048999773402804,63.50026690727105
pneumonia,3.063649342480669,75.10120133969549
pneumonia,3.2444250283066096,54.58460632781758
pneumonia,3.2087850360938037,52.05029182014317
pneumonia,3.252200356586327,56.45805053268016
pneumonia,3.2595711329789663,67.80533730676312
pneumonia,3.2331572959876254,49.54017778310512
pneumonia,3.24394137089769,44.30832348358481
pneumonia,3.1783193511356265,66.4378907858472
pneumonia,3.219315188479706,40.677486887897544
pneumonia,3.2249343199613243,61.94322038779557
pneumonia,3.142120549074032,66.41127738817524
pneumonia,3.2263176506578906,61.0560407104723
pneumonia,3.1539398438002557,64.7083367914627
pneumonia,3.146929146383223,64.03835988063588
pneumonia,3.183046547033066,66.52440485133347
pneumonia,3.1859456801011983,42.45790429002541
pneumonia,3.1859319750943333,55.35077321190214
pneumonia,3.2198891302513464,61.31368450236013
pneumonia,3.237743712378845,61.16515944042575
pneumonia,3.2177107343960754,61.97466062134339
pneumonia,3.193945678993193,63.73871840019292
pneumonia,3.231360221591999,33.36329133327806
pneumonia,3.2220334886792825,53.27548822854016
pneumonia,3.1399969545112567,71.65475288875129
pneumonia,3.2250378863120615,58.25586269998268
pneumonia,3.2405935887293054,50.77652125198792
pneumonia,3.241093973133002,65.89743960092929
pneumonia,3.227129256849137,62.44494061267274
pneumonia,3.201364198077867,64.64630345386152
pneumonia,3.2195081210913448,63.92978723866219
pneumonia,3.188317417053759,52.84565558200131
pneumonia,3.241300531120018,58.469684106159725
pneumonia,3.2079150681082234,62.54774442848426
pneumonia,3.2395672105629605,48.66564613693527
pneumonia,3.1527383376636102,65.58028649185437
pneumonia,3.14111768671713,67.17502533566812
pneumonia,3.1561521832631083,71.78112770390565
pneumonia,3.1975834543139374,53.802581845623656
pneumonia,3.237990421448806,52.4133662099865
pneumonia,3.2363060384702163,63.07982753696418
pneumonia,3.1969823270325795,54.673130177334926
pneumonia,3.0473040197667456,71.25584728931463
pneumonia,3.243869077786239,53.89095307528592
pneumonia,3.172589600204537,55.105264999506794
pneumonia,3.2473182068228934,53.7984768658851
pneumonia,3.2077826549316883,61.14417614497211
pneumonia,3.1862025234213265,66.46364335632518
pneumonia,3.237750185227781,48.88794569307502
pneumonia,3.226726563497419,55.33945491447101
pneumonia,2.8137282355614492,54.800342168910895
pneumonia,3.2460764335174934,48.62571651473697
pneumonia,3.234528569389426,52.71812116798701
pneumonia,2.9354407979713093,33.50154162837895
pneumonia,3.199637937118635,65.79824715872086
pneumonia,3.203824252209165,65.397880618361
pneumonia,3.2315091983819606,64.4461591055472
pneumonia,3.2053209629597683,69.59362409306156
pneumonia,3.138431364204092,67.99292115688081
pneumonia,3.185268482404965,65.90345763597365
pneumonia,3.211340862485771,66.54720781960843
pneumonia,3.20985362096088,55.468824606219
pneumonia,3.192617005898458,46.72918376688092
pneumonia,3.2151892642027504,39.70726053830326
pneumonia,3.1634816853069587,32.49060746319258
pneumonia,2.8837257186146035,58.84516567323447
pneumonia,3.221757019892343,59.31813142994638
pneumonia,3.240050029510191,53.15705318281221
pneumonia,3.2500727079266,60.18522354656664
pneumonia,3.19492707913378,59.5393766066219
pneumonia,3.2463492089707793,43.993247803700626
pneumonia,3.2028884919466023,62.46714417277031
pneumonia,3.2345580277046615,46.73283676652509
pneumonia,3.241254648814761,51.241710109181916
pneumonia,3.256038857372042,43.99247292034282
